,abstract,labels
87,exploit_local_structures novel_learning_based framework approaches model_complex_interactions image_regions_remain largely_unexploited pixel_labels global_interaction_constraints bright_measures information single_image image_regions local_structures least_square_optimization problem shadow_recovery_method shadow_region_recovery complex_interactions shadow_recovery improve_local_consistency formulate_shadowbright_measure shadow_edges solved_efficiently shadow_boundaries shadow_edges_detected various_conditions major_shadow_benchmark,'Optimization'
88,intensity_images spatial_ordering regularizer_perform_best representation_allows data_fidelity_term variational_formulation shape_space efficient_numerical_treatment natural_temporal shape_valued_generalization type_penalties rudin_osher_fatemi rof__functional explicit_computation regularizing_shape_signals shape_signals_obtained classical_finite_dimensional representation cyclic_proximal_point algorithm__similar,'Machine learning applications'
89,general_object brightness_constancy_assumption novel_metric_learning framework complex_segment_characteristics motion_segmentation showing_significant_improvements capture_texture optical_flow unsupervised_segmentation supervised_learning_approach dynamic_textures g_water smoke_foliage best_task_specific approaches arbitrary_motion solution_uses_custom spatiotemporal_filters specific_objects hierarchical__graph motion_cues natural_scenes exhibit_complex_patterns uniform_appearance,'Machine learning applications'
90,exploit_co_ocurrence information rank__constraint available__consistent experiments convex_semi_definite programs__obtained scenarios_characterized non_convex_problem polynomial_optimization_tools general_nonconvex_framework rank_minimization_techniques easily_extended fundamental_matrix high_percentage,'Optimization'
91,global_representations training_data estimated_shape local_level ensure_temporal newtons_second sequential_solution linear_equation discontinuous_shapes missing_data perform_comparable camera_poses resulting_approach dynamic_model competing_batch expensive_methods shows_remarkable_improvement monocular_video sequential_ones simultaneously_estimate_camera pose spatial_consistency,'Machine learning applications'
92,regularize_based target_space spectral_data_embedding relationship_information_implicitly function_evaluations enforcing_smoothness function_holds_rich information dimensionality_reduction significantly_improves constrained_clustering semi_supervised_classification explicitly_regularize learning_tasks different_data_points art_algorithms,'Optimization'
93,Sparse Sparse_depth super_resolution work methods_quantitatively method_fully_uses videos__time stamped_samples depth_boundaries image_segmentation_boundaries depth_maps near_frames aggressively_subsampled_depth measurements sparse_depth_samples depth_maps_produced super_resolution image_combined video_sequences different_regimes depth_field_reconstructed hand_trackers produce_detailed_high resolution_depth_maps results,'Machine learning applications'
94,greatly_reduce novel_reweighted_laplace hyperspectral_compressive method noise_estimation learned_sparsity_prior model_unifies_signal recovery reconstruction_accuracy linear_measurements art_hyperspectral_methods sparse_signal underlying_structure reconstruction_accuracy different_noise optimal_configuration underlying_sparsity reweighted_laplace_prior hype_spectral_image hsi__compression unknown_noise latent_variable_bayes model variational_framework,'Optimization'
95,perturbs_test_features art_solver test_time training_accuracy binary_features greedy_algorithm modalities_predict quadratic_program qp continuous_features mixed_integer_program mip approaches combine_different_modalities,'Machine learning applications'
96,continuous_wave_time blurred_images extend_easily amplitude_images directly_working cosine_model low_cost_depth image_sensors limited_spatial_resolution shallow_depth large_numerical_aperture lenses field__making image_formation_model methods recovered_depth mobile_applications multi_phase_imaging capture_scenes sensor_measurements simultaneously_deblur limited_illumination_intensity large_variations great_promise,'Machine learning applications'
